wo,umi_count,library_id,condition,replicate,sample
WWOOWWWW,716,1,Pos,2,Library-1-Pos-2
WWOWOOOO,476,1,Pos,2,Library-1-Pos-2
WWOWOOOW,2058,1,Pos,2,Library-1-Pos-2
WWOWOOWO,376,1,Pos,2,Library-1-Pos-2
WWOWOOWW,276,1,Pos,2,Library-1-Pos-2
WWOWOWOO,687,1,Pos,2,Library-1-Pos-2
WWOWOWOW,1362,1,Pos,2,Library-1-Pos-2
WWOWOWWO,43,1,Pos,2,Library-1-Pos-2
WWOWOWWW,354,1,Pos,2,Library-1-Pos-2
WWOWWOOO,2216,1,Pos,2,Library-1-Pos-2
WWOWWOOW,398,1,Pos,2,Library-1-Pos-2
WWOWWOWO,468,1,Pos,2,Library-1-Pos-2
WWOWWOWW,162,1,Pos,2,Library-1-Pos-2
WWOWWWOO,651,1,Pos,2,Library-1-Pos-2
WWOWWWOW,1471,1,Pos,2,Library-1-Pos-2
WWOWWWWO,593,1,Pos,2,Library-1-Pos-2
WWOWWWWW,694,1,Pos,2,Library-1-Pos-2
WWWOOOOO,6527,1,Pos,2,Library-1-Pos-2
WWWOOOOW,464,1,Pos,2,Library-1-Pos-2
WWWOOOWO,101,1,Pos,2,Library-1-Pos-2
WWWOOOWW,74,1,Pos,2,Library-1-Pos-2
WWWOOWOO,78,1,Pos,2,Library-1-Pos-2
WWWOOWOW,2126,1,Pos,2,Library-1-Pos-2
WWWOOWWO,6,1,Pos,2,Library-1-Pos-2
WWWOOWWW,55,1,Pos,2,Library-1-Pos-2
WWWOWOOO,1610,1,Pos,2,Library-1-Pos-2
WWWOWOOW,3252,1,Pos,2,Library-1-Pos-2
WWWOWOWO,559,1,Pos,2,Library-1-Pos-2
WWWOWOWW,285,1,Pos,2,Library-1-Pos-2
WWWOWWOO,4075,1,Pos,2,Library-1-Pos-2
WWWOWWOW,1386,1,Pos,2,Library-1-Pos-2
WWWOWWWO,606,1,Pos,2,Library-1-Pos-2
WWWOWWWW,1286,1,Pos,2,Library-1-Pos-2
WWWWOOOO,100,1,Pos,2,Library-1-Pos-2
WWWWOOOW,1292,1,Pos,2,Library-1-Pos-2
WWWWOOWO,910,1,Pos,2,Library-1-Pos-2
WWWWOOWW,981,1,Pos,2,Library-1-Pos-2
WWWWOWOO,1525,1,Pos,2,Library-1-Pos-2
WWWWOWOW,2597,1,Pos,2,Library-1-Pos-2
WWWWOWWO,31,1,Pos,2,Library-1-Pos-2
WWWWOWWW,190,1,Pos,2,Library-1-Pos-2
WWWWWOOO,2791,1,Pos,2,Library-1-Pos-2
WWWWWOOW,1886,1,Pos,2,Library-1-Pos-2
WWWWWOWO,1204,1,Pos,2,Library-1-Pos-2
WWWWWOWW,471,1,Pos,2,Library-1-Pos-2
WWWWWWOO,3158,1,Pos,2,Library-1-Pos-2
WWWWWWOW,2872,1,Pos,2,Library-1-Pos-2
WWWWWWWO,492,1,Pos,2,Library-1-Pos-2
WWWWWWWW,13448,1,Pos,2,Library-1-Pos-2
OOOOOOOO,180624,1,Pos,3,Library-1-Pos-3
OOOOOOOW,28532,1,Pos,3,Library-1-Pos-3
OOOOOOWO,29310,1,Pos,3,Library-1-Pos-3
OOOOOOWW,3554,1,Pos,3,Library-1-Pos-3
OOOOOWOO,7127,1,Pos,3,Library-1-Pos-3
OOOOOWOW,88422,1,Pos,3,Library-1-Pos-3
OOOOOWWO,12464,1,Pos,3,Library-1-Pos-3
OOOOOWWW,18402,1,Pos,3,Library-1-Pos-3
OOOOWOOO,30312,1,Pos,3,Library-1-Pos-3
OOOOWOOW,97420,1,Pos,3,Library-1-Pos-3
OOOOWOWO,147877,1,Pos,3,Library-1-Pos-3
OOOOWOWW,20985,1,Pos,3,Library-1-Pos-3
OOOOWWOO,134551,1,Pos,3,Library-1-Pos-3
OOOOWWOW,92159,1,Pos,3,Library-1-Pos-3
OOOOWWWO,47227,1,Pos,3,Library-1-Pos-3
OOOOWWWW,59469,1,Pos,3,Library-1-Pos-3
OOOWOOOO,1280,1,Pos,3,Library-1-Pos-3
OOOWOOOW,50780,1,Pos,3,Library-1-Pos-3
OOOWOOWO,29798,1,Pos,3,Library-1-Pos-3
OOOWOOWW,27010,1,Pos,3,Library-1-Pos-3
OOOWOWOO,121317,1,Pos,3,Library-1-Pos-3
OOOWOWOW,191796,1,Pos,3,Library-1-Pos-3
OOOWOWWO,9691,1,Pos,3,Library-1-Pos-3
OOOWOWWW,7235,1,Pos,3,Library-1-Pos-3
OOOWWOOO,81416,1,Pos,3,Library-1-Pos-3
OOOWWOOW,127983,1,Pos,3,Library-1-Pos-3
OOOWWOWO,47070,1,Pos,3,Library-1-Pos-3
OOOWWOWW,19095,1,Pos,3,Library-1-Pos-3
OOOWWWOO,89156,1,Pos,3,Library-1-Pos-3
OOOWWWOW,55931,1,Pos,3,Library-1-Pos-3
OOOWWWWO,39015,1,Pos,3,Library-1-Pos-3
OOOWWWWW,15805,1,Pos,3,Library-1-Pos-3
OOWOOOOO,644431,1,Pos,3,Library-1-Pos-3
OOWOOOOW,50335,1,Pos,3,Library-1-Pos-3
OOWOOOWO,157057,1,Pos,3,Library-1-Pos-3
OOWOOOWW,26325,1,Pos,3,Library-1-Pos-3
OOWOOWOO,10124,1,Pos,3,Library-1-Pos-3
OOWOOWOW,144453,1,Pos,3,Library-1-Pos-3
OOWOOWWO,34744,1,Pos,3,Library-1-Pos-3
OOWOOWWW,10688,1,Pos,3,Library-1-Pos-3
OOWOWOOO,12767,1,Pos,3,Library-1-Pos-3
OOWOWOOW,222860,1,Pos,3,Library-1-Pos-3
OOWOWOWO,120987,1,Pos,3,Library-1-Pos-3
OOWOWOWW,21225,1,Pos,3,Library-1-Pos-3
OOWOWWOO,240547,1,Pos,3,Library-1-Pos-3
OOWOWWOW,151832,1,Pos,3,Library-1-Pos-3
OOWOWWWO,26083,1,Pos,3,Library-1-Pos-3
OOWOWWWW,76844,1,Pos,3,Library-1-Pos-3
OOWWOOOO,282295,1,Pos,3,Library-1-Pos-3
OOWWOOOW,46209,1,Pos,3,Library-1-Pos-3
OOWWOOWO,206895,1,Pos,3,Library-1-Pos-3
OOWWOOWW,43356,1,Pos,3,Library-1-Pos-3
OOWWOWOO,252416,1,Pos,3,Library-1-Pos-3
OOWWOWOW,168255,1,Pos,3,Library-1-Pos-3
OOWWOWWO,46730,1,Pos,3,Library-1-Pos-3
OOWWOWWW,102258,1,Pos,3,Library-1-Pos-3
OOWWWOOO,253805,1,Pos,3,Library-1-Pos-3
OOWWWOOW,157903,1,Pos,3,Library-1-Pos-3
OOWWWOWO,52367,1,Pos,3,Library-1-Pos-3
OOWWWOWW,52128,1,Pos,3,Library-1-Pos-3
OOWWWWOO,310152,1,Pos,3,Library-1-Pos-3
OOWWWWOW,297543,1,Pos,3,Library-1-Pos-3
OOWWWWWO,52669,1,Pos,3,Library-1-Pos-3
OOWWWWWW,194506,1,Pos,3,Library-1-Pos-3
OWOOOOOO,51725,1,Pos,3,Library-1-Pos-3
OWOOOOOW,23245,1,Pos,3,Library-1-Pos-3
OWOOOOWO,37000,1,Pos,3,Library-1-Pos-3
OWOOOOWW,2570,1,Pos,3,Library-1-Pos-3
OWOOOWOO,9203,1,Pos,3,Library-1-Pos-3
OWOOOWOW,82705,1,Pos,3,Library-1-Pos-3
OWOOOWWO,18162,1,Pos,3,Library-1-Pos-3
OWOOOWWW,8438,1,Pos,3,Library-1-Pos-3
OWOOWOOO,65760,1,Pos,3,Library-1-Pos-3
OWOOWOOW,51230,1,Pos,3,Library-1-Pos-3
OWOOWOWO,17314,1,Pos,3,Library-1-Pos-3
OWOOWOWW,32303,1,Pos,3,Library-1-Pos-3
OWOOWWOO,114547,1,Pos,3,Library-1-Pos-3
OWOOWWOW,44902,1,Pos,3,Library-1-Pos-3
OWOOWWWO,94816,1,Pos,3,Library-1-Pos-3
OWOOWWWW,29805,1,Pos,3,Library-1-Pos-3
OWOWOOOO,66027,1,Pos,3,Library-1-Pos-3
OWOWOOOW,59321,1,Pos,3,Library-1-Pos-3
OWOWOOWO,24423,1,Pos,3,Library-1-Pos-3
OWOWOOWW,16681,1,Pos,3,Library-1-Pos-3
OWOWOWOO,42402,1,Pos,3,Library-1-Pos-3
OWOWOWOW,65590,1,Pos,3,Library-1-Pos-3
OWOWOWWO,3964,1,Pos,3,Library-1-Pos-3
OWOWOWWW,8449,1,Pos,3,Library-1-Pos-3
OWOWWOOO,129825,1,Pos,3,Library-1-Pos-3
OWOWWOOW,17955,1,Pos,3,Library-1-Pos-3
OWOWWOWO,8397,1,Pos,3,Library-1-Pos-3
OWOWWOWW,5336,1,Pos,3,Library-1-Pos-3
OWOWWWOO,23183,1,Pos,3,Library-1-Pos-3
OWOWWWOW,29972,1,Pos,3,Library-1-Pos-3
OWOWWWWO,9026,1,Pos,3,Library-1-Pos-3
OWOWWWWW,53038,1,Pos,3,Library-1-Pos-3
OWWOOOOO,366357,1,Pos,3,Library-1-Pos-3
OWWOOOOW,18206,1,Pos,3,Library-1-Pos-3
OWWOOOWO,34211,1,Pos,3,Library-1-Pos-3
OWWOOOWW,2095,1,Pos,3,Library-1-Pos-3
OWWOOWOO,5152,1,Pos,3,Library-1-Pos-3
OWWOOWOW,69158,1,Pos,3,Library-1-Pos-3
OWWOOWWO,1229,1,Pos,3,Library-1-Pos-3
OWWOOWWW,1456,1,Pos,3,Library-1-Pos-3
OWWOWOOO,47533,1,Pos,3,Library-1-Pos-3
OWWOWOOW,73987,1,Pos,3,Library-1-Pos-3
OWWOWOWO,80583,1,Pos,3,Library-1-Pos-3
OWWOWOWW,14780,1,Pos,3,Library-1-Pos-3
OWWOWWOO,252313,1,Pos,3,Library-1-Pos-3
OWWOWWOW,73870,1,Pos,3,Library-1-Pos-3
OWWOWWWO,29278,1,Pos,3,Library-1-Pos-3
OWWOWWWW,120168,1,Pos,3,Library-1-Pos-3
OWWWOOOO,37040,1,Pos,3,Library-1-Pos-3
OWWWOOOW,153053,1,Pos,3,Library-1-Pos-3
OWWWOOWO,133526,1,Pos,3,Library-1-Pos-3
OWWWOOWW,35561,1,Pos,3,Library-1-Pos-3
OWWWOWOO,142092,1,Pos,3,Library-1-Pos-3
OWWWOWOW,98795,1,Pos,3,Library-1-Pos-3
OWWWOWWO,19274,1,Pos,3,Library-1-Pos-3
OWWWOWWW,11364,1,Pos,3,Library-1-Pos-3
OWWWWOOO,92899,1,Pos,3,Library-1-Pos-3
OWWWWOOW,176511,1,Pos,3,Library-1-Pos-3
OWWWWOWO,73357,1,Pos,3,Library-1-Pos-3
OWWWWOWW,122688,1,Pos,3,Library-1-Pos-3
OWWWWWOO,71267,1,Pos,3,Library-1-Pos-3
OWWWWWOW,200480,1,Pos,3,Library-1-Pos-3
OWWWWWWO,76834,1,Pos,3,Library-1-Pos-3
OWWWWWWW,44259,1,Pos,3,Library-1-Pos-3
WOOOOOOO,226352,1,Pos,3,Library-1-Pos-3
WOOOOOOW,45213,1,Pos,3,Library-1-Pos-3
WOOOOOWO,81585,1,Pos,3,Library-1-Pos-3
WOOOOOWW,2435,1,Pos,3,Library-1-Pos-3
WOOOOWOO,18744,1,Pos,3,Library-1-Pos-3
WOOOOWOW,131906,1,Pos,3,Library-1-Pos-3
WOOOOWWO,600,1,Pos,3,Library-1-Pos-3
WOOOOWWW,2614,1,Pos,3,Library-1-Pos-3
WOOOWOOO,143690,1,Pos,3,Library-1-Pos-3
WOOOWOOW,125845,1,Pos,3,Library-1-Pos-3
WOOOWOWO,70417,1,Pos,3,Library-1-Pos-3
WOOOWOWW,9894,1,Pos,3,Library-1-Pos-3
WOOOWWOO,231416,1,Pos,3,Library-1-Pos-3
WOOOWWOW,80040,1,Pos,3,Library-1-Pos-3
WOOOWWWO,20456,1,Pos,3,Library-1-Pos-3
WOOOWWWW,39369,1,Pos,3,Library-1-Pos-3
WOOWOOOO,129613,1,Pos,3,Library-1-Pos-3
WOOWOOOW,59284,1,Pos,3,Library-1-Pos-3
WOOWOOWO,88399,1,Pos,3,Library-1-Pos-3
WOOWOOWW,4341,1,Pos,3,Library-1-Pos-3
WOOWOWOO,72355,1,Pos,3,Library-1-Pos-3
WOOWOWOW,239121,1,Pos,3,Library-1-Pos-3
WOOWOWWO,4546,1,Pos,3,Library-1-Pos-3
WOOWOWWW,58317,1,Pos,3,Library-1-Pos-3
WOOWWOOO,202854,1,Pos,3,Library-1-Pos-3
WOOWWOOW,60281,1,Pos,3,Library-1-Pos-3
WOOWWOWO,23350,1,Pos,3,Library-1-Pos-3
WOOWWOWW,38082,1,Pos,3,Library-1-Pos-3
WOOWWWOO,60239,1,Pos,3,Library-1-Pos-3
WOOWWWOW,22381,1,Pos,3,Library-1-Pos-3
WOOWWWWO,16699,1,Pos,3,Library-1-Pos-3
WOOWWWWW,68647,1,Pos,3,Library-1-Pos-3
WOWOOOOO,276582,1,Pos,3,Library-1-Pos-3
WOWOOOOW,19647,1,Pos,3,Library-1-Pos-3
WOWOOOWO,19766,1,Pos,3,Library-1-Pos-3
WOWOOOWW,5333,1,Pos,3,Library-1-Pos-3
WOWOOWOO,1245,1,Pos,3,Library-1-Pos-3
WOWOOWOW,96344,1,Pos,3,Library-1-Pos-3
WOWOOWWO,575,1,Pos,3,Library-1-Pos-3
WOWOOWWW,2292,1,Pos,3,Library-1-Pos-3
WOWOWOOO,58739,1,Pos,3,Library-1-Pos-3
WOWOWOOW,204574,1,Pos,3,Library-1-Pos-3
WOWOWOWO,54247,1,Pos,3,Library-1-Pos-3
WOWOWOWW,25491,1,Pos,3,Library-1-Pos-3
WOWOWWOO,95062,1,Pos,3,Library-1-Pos-3
WOWOWWOW,133058,1,Pos,3,Library-1-Pos-3
WOWOWWWO,4781,1,Pos,3,Library-1-Pos-3
WOWOWWWW,71192,1,Pos,3,Library-1-Pos-3
WOWWOOOO,295000,1,Pos,3,Library-1-Pos-3
WOWWOOOW,257607,1,Pos,3,Library-1-Pos-3
WOWWOOWO,105025,1,Pos,3,Library-1-Pos-3
WOWWOOWW,18470,1,Pos,3,Library-1-Pos-3
WOWWOWOO,305964,1,Pos,3,Library-1-Pos-3
WOWWOWOW,184034,1,Pos,3,Library-1-Pos-3
WOWWOWWO,12562,1,Pos,3,Library-1-Pos-3
WOWWOWWW,44483,1,Pos,3,Library-1-Pos-3
WOWWWOOO,215385,1,Pos,3,Library-1-Pos-3
WOWWWOOW,86371,1,Pos,3,Library-1-Pos-3
WOWWWOWO,93408,1,Pos,3,Library-1-Pos-3
WOWWWOWW,59836,1,Pos,3,Library-1-Pos-3
WOWWWWOO,171132,1,Pos,3,Library-1-Pos-3
WOWWWWOW,352217,1,Pos,3,Library-1-Pos-3
WOWWWWWO,35592,1,Pos,3,Library-1-Pos-3
WOWWWWWW,159929,1,Pos,3,Library-1-Pos-3
WWOOOOOO,96613,1,Pos,3,Library-1-Pos-3
WWOOOOOW,19410,1,Pos,3,Library-1-Pos-3
WWOOOOWO,60065,1,Pos,3,Library-1-Pos-3
WWOOOOWW,23570,1,Pos,3,Library-1-Pos-3
WWOOOWOO,28798,1,Pos,3,Library-1-Pos-3
WWOOOWOW,48869,1,Pos,3,Library-1-Pos-3
WWOOOWWO,624,1,Pos,3,Library-1-Pos-3
WWOOOWWW,1800,1,Pos,3,Library-1-Pos-3
WWOOWOOO,10013,1,Pos,3,Library-1-Pos-3
WWOOWOOW,39996,1,Pos,3,Library-1-Pos-3
WWOOWOWO,22259,1,Pos,3,Library-1-Pos-3
WWOOWOWW,7974,1,Pos,3,Library-1-Pos-3
WWOOWWOO,84622,1,Pos,3,Library-1-Pos-3
WWOOWWOW,79192,1,Pos,3,Library-1-Pos-3
WWOOWWWO,7569,1,Pos,3,Library-1-Pos-3
WWOOWWWW,42529,1,Pos,3,Library-1-Pos-3
WWOWOOOO,26788,1,Pos,3,Library-1-Pos-3
WWOWOOOW,116959,1,Pos,3,Library-1-Pos-3
WWOWOOWO,21186,1,Pos,3,Library-1-Pos-3
WWOWOOWW,16066,1,Pos,3,Library-1-Pos-3
WWOWOWOO,38182,1,Pos,3,Library-1-Pos-3
WWOWOWOW,83890,1,Pos,3,Library-1-Pos-3
WWOWOWWO,2729,1,Pos,3,Library-1-Pos-3
WWOWOWWW,20614,1,Pos,3,Library-1-Pos-3
WWOWWOOO,125385,1,Pos,3,Library-1-Pos-3
WWOWWOOW,20682,1,Pos,3,Library-1-Pos-3
WWOWWOWO,24562,1,Pos,3,Library-1-Pos-3
WWOWWOWW,9936,1,Pos,3,Library-1-Pos-3
WWOWWWOO,41330,1,Pos,3,Library-1-Pos-3
WWOWWWOW,87116,1,Pos,3,Library-1-Pos-3
WWOWWWWO,35951,1,Pos,3,Library-1-Pos-3
WWOWWWWW,43110,1,Pos,3,Library-1-Pos-3
WWWOOOOO,391261,1,Pos,3,Library-1-Pos-3
WWWOOOOW,25461,1,Pos,3,Library-1-Pos-3
WWWOOOWO,5669,1,Pos,3,Library-1-Pos-3
WWWOOOWW,4285,1,Pos,3,Library-1-Pos-3
WWWOOWOO,4798,1,Pos,3,Library-1-Pos-3
WWWOOWOW,137573,1,Pos,3,Library-1-Pos-3
WWWOOWWO,705,1,Pos,3,Library-1-Pos-3
WWWOOWWW,3400,1,Pos,3,Library-1-Pos-3
WWWOWOOO,95038,1,Pos,3,Library-1-Pos-3
WWWOWOOW,195105,1,Pos,3,Library-1-Pos-3
WWWOWOWO,29906,1,Pos,3,Library-1-Pos-3
WWWOWOWW,17771,1,Pos,3,Library-1-Pos-3
WWWOWWOO,272890,1,Pos,3,Library-1-Pos-3
WWWOWWOW,87029,1,Pos,3,Library-1-Pos-3
WWWOWWWO,37668,1,Pos,3,Library-1-Pos-3
WWWOWWWW,81324,1,Pos,3,Library-1-Pos-3
WWWWOOOO,5643,1,Pos,3,Library-1-Pos-3
WWWWOOOW,79411,1,Pos,3,Library-1-Pos-3
WWWWOOWO,56899,1,Pos,3,Library-1-Pos-3
WWWWOOWW,59731,1,Pos,3,Library-1-Pos-3
WWWWOWOO,94957,1,Pos,3,Library-1-Pos-3
WWWWOWOW,168827,1,Pos,3,Library-1-Pos-3
WWWWOWWO,1471,1,Pos,3,Library-1-Pos-3
WWWWOWWW,11793,1,Pos,3,Library-1-Pos-3
WWWWWOOO,165263,1,Pos,3,Library-1-Pos-3
WWWWWOOW,112879,1,Pos,3,Library-1-Pos-3
WWWWWOWO,65803,1,Pos,3,Library-1-Pos-3
WWWWWOWW,28370,1,Pos,3,Library-1-Pos-3
WWWWWWOO,205707,1,Pos,3,Library-1-Pos-3
WWWWWWOW,189914,1,Pos,3,Library-1-Pos-3
WWWWWWWO,33989,1,Pos,3,Library-1-Pos-3
WWWWWWWW,880350,1,Pos,3,Library-1-Pos-3
OOOOOOOO,25646,1,Pre,1,Library-1-Pre-1
OOOOOOOW,6538,1,Pre,1,Library-1-Pre-1
OOOOOOWO,6484,1,Pre,1,Library-1-Pre-1
OOOOOOWW,6026,1,Pre,1,Library-1-Pre-1
OOOOOWOO,2824,1,Pre,1,Library-1-Pre-1
OOOOOWOW,7808,1,Pre,1,Library-1-Pre-1
OOOOOWWO,2330,1,Pre,1,Library-1-Pre-1
OOOOOWWW,4292,1,Pre,1,Library-1-Pre-1
OOOOWOOO,4620,1,Pre,1,Library-1-Pre-1
OOOOWOOW,24694,1,Pre,1,Library-1-Pre-1
OOOOWOWO,15852,1,Pre,1,Library-1-Pre-1
OOOOWOWW,6019,1,Pre,1,Library-1-Pre-1
OOOOWWOO,27671,1,Pre,1,Library-1-Pre-1
OOOOWWOW,13198,1,Pre,1,Library-1-Pre-1
OOOOWWWO,11153,1,Pre,1,Library-1-Pre-1
OOOOWWWW,7164,1,Pre,1,Library-1-Pre-1
OOOWOOOO,3175,1,Pre,1,Library-1-Pre-1
OOOWOOOW,14190,1,Pre,1,Library-1-Pre-1
OOOWOOWO,5659,1,Pre,1,Library-1-Pre-1
OOOWOOWW,4512,1,Pre,1,Library-1-Pre-1
OOOWOWOO,15208,1,Pre,1,Library-1-Pre-1
OOOWOWOW,34420,1,Pre,1,Library-1-Pre-1
OOOWOWWO,3029,1,Pre,1,Library-1-Pre-1
OOOWOWWW,1707,1,Pre,1,Library-1-Pre-1
OOOWWOOO,9183,1,Pre,1,Library-1-Pre-1
OOOWWOOW,7282,1,Pre,1,Library-1-Pre-1
OOOWWOWO,7763,1,Pre,1,Library-1-Pre-1
OOOWWOWW,8634,1,Pre,1,Library-1-Pre-1
OOOWWWOO,10306,1,Pre,1,Library-1-Pre-1
OOOWWWOW,13224,1,Pre,1,Library-1-Pre-1
OOOWWWWO,4819,1,Pre,1,Library-1-Pre-1
OOOWWWWW,6903,1,Pre,1,Library-1-Pre-1
OOWOOOOO,54726,1,Pre,1,Library-1-Pre-1
OOWOOOOW,3785,1,Pre,1,Library-1-Pre-1
OOWOOOWO,18554,1,Pre,1,Library-1-Pre-1
OOWOOOWW,4506,1,Pre,1,Library-1-Pre-1
OOWOOWOO,3563,1,Pre,1,Library-1-Pre-1
OOWOOWOW,28685,1,Pre,1,Library-1-Pre-1
OOWOOWWO,3389,1,Pre,1,Library-1-Pre-1
OOWOOWWW,1841,1,Pre,1,Library-1-Pre-1
OOWOWOOO,2621,1,Pre,1,Library-1-Pre-1
OOWOWOOW,22009,1,Pre,1,Library-1-Pre-1
OOWOWOWO,15594,1,Pre,1,Library-1-Pre-1
OOWOWOWW,7715,1,Pre,1,Library-1-Pre-1
OOWOWWOO,53215,1,Pre,1,Library-1-Pre-1
OOWOWWOW,23524,1,Pre,1,Library-1-Pre-1
OOWOWWWO,8684,1,Pre,1,Library-1-Pre-1
OOWOWWWW,10519,1,Pre,1,Library-1-Pre-1
OOWWOOOO,20342,1,Pre,1,Library-1-Pre-1
OOWWOOOW,23833,1,Pre,1,Library-1-Pre-1
OOWWOOWO,30708,1,Pre,1,Library-1-Pre-1
OOWWOOWW,9638,1,Pre,1,Library-1-Pre-1
OOWWOWOO,37156,1,Pre,1,Library-1-Pre-1
OOWWOWOW,25638,1,Pre,1,Library-1-Pre-1
OOWWOWWO,9449,1,Pre,1,Library-1-Pre-1
OOWWOWWW,15991,1,Pre,1,Library-1-Pre-1
OOWWWOOO,37952,1,Pre,1,Library-1-Pre-1
OOWWWOOW,22412,1,Pre,1,Library-1-Pre-1
OOWWWOWO,11736,1,Pre,1,Library-1-Pre-1
OOWWWOWW,14708,1,Pre,1,Library-1-Pre-1
OOWWWWOO,34232,1,Pre,1,Library-1-Pre-1
OOWWWWOW,34964,1,Pre,1,Library-1-Pre-1
OOWWWWWO,7937,1,Pre,1,Library-1-Pre-1
OOWWWWWW,21583,1,Pre,1,Library-1-Pre-1
OWOOOOOO,9808,1,Pre,1,Library-1-Pre-1
OWOOOOOW,2286,1,Pre,1,Library-1-Pre-1
OWOOOOWO,6593,1,Pre,1,Library-1-Pre-1
OWOOOOWW,1276,1,Pre,1,Library-1-Pre-1
OWOOOWOO,5137,1,Pre,1,Library-1-Pre-1
OWOOOWOW,4588,1,Pre,1,Library-1-Pre-1
OWOOOWWO,2175,1,Pre,1,Library-1-Pre-1
OWOOOWWW,2793,1,Pre,1,Library-1-Pre-1
OWOOWOOO,7272,1,Pre,1,Library-1-Pre-1
OWOOWOOW,7091,1,Pre,1,Library-1-Pre-1
OWOOWOWO,6145,1,Pre,1,Library-1-Pre-1
OWOOWOWW,8552,1,Pre,1,Library-1-Pre-1
OWOOWWOO,17153,1,Pre,1,Library-1-Pre-1
OWOOWWOW,7463,1,Pre,1,Library-1-Pre-1
OWOOWWWO,8044,1,Pre,1,Library-1-Pre-1
OWOOWWWW,10291,1,Pre,1,Library-1-Pre-1
OWOWOOOO,4044,1,Pre,1,Library-1-Pre-1
OWOWOOOW,9814,1,Pre,1,Library-1-Pre-1
OWOWOOWO,5129,1,Pre,1,Library-1-Pre-1
OWOWOOWW,6793,1,Pre,1,Library-1-Pre-1
OWOWOWOO,8925,1,Pre,1,Library-1-Pre-1
OWOWOWOW,9483,1,Pre,1,Library-1-Pre-1
OWOWOWWO,1516,1,Pre,1,Library-1-Pre-1
OWOWOWWW,6427,1,Pre,1,Library-1-Pre-1
OWOWWOOO,10607,1,Pre,1,Library-1-Pre-1
OWOWWOOW,5912,1,Pre,1,Library-1-Pre-1
OWOWWOWO,5540,1,Pre,1,Library-1-Pre-1
OWOWWOWW,6124,1,Pre,1,Library-1-Pre-1
OWOWWWOO,15852,1,Pre,1,Library-1-Pre-1
OWOWWWOW,9336,1,Pre,1,Library-1-Pre-1
OWOWWWWO,5779,1,Pre,1,Library-1-Pre-1
OWOWWWWW,9470,1,Pre,1,Library-1-Pre-1
OWWOOOOO,35285,1,Pre,1,Library-1-Pre-1
OWWOOOOW,3736,1,Pre,1,Library-1-Pre-1
OWWOOOWO,9254,1,Pre,1,Library-1-Pre-1
OWWOOOWW,4672,1,Pre,1,Library-1-Pre-1
OWWOOWOO,2233,1,Pre,1,Library-1-Pre-1
OWWOOWOW,7520,1,Pre,1,Library-1-Pre-1
OWWOOWWO,4240,1,Pre,1,Library-1-Pre-1
OWWOOWWW,6489,1,Pre,1,Library-1-Pre-1
OWWOWOOO,12449,1,Pre,1,Library-1-Pre-1
OWWOWOOW,17437,1,Pre,1,Library-1-Pre-1
OWWOWOWO,6367,1,Pre,1,Library-1-Pre-1
OWWOWOWW,5895,1,Pre,1,Library-1-Pre-1
OWWOWWOO,35028,1,Pre,1,Library-1-Pre-1
OWWOWWOW,10515,1,Pre,1,Library-1-Pre-1
OWWOWWWO,6825,1,Pre,1,Library-1-Pre-1
OWWOWWWW,16688,1,Pre,1,Library-1-Pre-1
OWWWOOOO,639,1,Pre,1,Library-1-Pre-1
OWWWOOOW,20169,1,Pre,1,Library-1-Pre-1
OWWWOOWO,14378,1,Pre,1,Library-1-Pre-1
OWWWOOWW,7091,1,Pre,1,Library-1-Pre-1
OWWWOWOO,30137,1,Pre,1,Library-1-Pre-1
OWWWOWOW,21412,1,Pre,1,Library-1-Pre-1
OWWWOWWO,2194,1,Pre,1,Library-1-Pre-1
OWWWOWWW,3638,1,Pre,1,Library-1-Pre-1
OWWWWOOO,8378,1,Pre,1,Library-1-Pre-1
OWWWWOOW,23595,1,Pre,1,Library-1-Pre-1
OWWWWOWO,10214,1,Pre,1,Library-1-Pre-1
OWWWWOWW,6761,1,Pre,1,Library-1-Pre-1
OWWWWWOO,19000,1,Pre,1,Library-1-Pre-1
OWWWWWOW,27952,1,Pre,1,Library-1-Pre-1
OWWWWWWO,14946,1,Pre,1,Library-1-Pre-1
OWWWWWWW,8276,1,Pre,1,Library-1-Pre-1
WOOOOOOO,35790,1,Pre,1,Library-1-Pre-1
WOOOOOOW,4103,1,Pre,1,Library-1-Pre-1
WOOOOOWO,8006,1,Pre,1,Library-1-Pre-1
WOOOOOWW,6306,1,Pre,1,Library-1-Pre-1
WOOOOWOO,10513,1,Pre,1,Library-1-Pre-1
WOOOOWOW,11399,1,Pre,1,Library-1-Pre-1
WOOOOWWO,1920,1,Pre,1,Library-1-Pre-1
WOOOOWWW,4876,1,Pre,1,Library-1-Pre-1
WOOOWOOO,1382,1,Pre,1,Library-1-Pre-1
WOOOWOOW,19623,1,Pre,1,Library-1-Pre-1
WOOOWOWO,9520,1,Pre,1,Library-1-Pre-1
WOOOWOWW,9511,1,Pre,1,Library-1-Pre-1
WOOOWWOO,29334,1,Pre,1,Library-1-Pre-1
WOOOWWOW,14232,1,Pre,1,Library-1-Pre-1
WOOOWWWO,7323,1,Pre,1,Library-1-Pre-1
WOOOWWWW,8666,1,Pre,1,Library-1-Pre-1
WOOWOOOO,11931,1,Pre,1,Library-1-Pre-1
WOOWOOOW,12673,1,Pre,1,Library-1-Pre-1
WOOWOOWO,7943,1,Pre,1,Library-1-Pre-1
